timestamp,frame_id,label,confidence,x,y,width,height,detection_type,fps
2026-03-31 01:04:14.853878,228,person,0.861,236,0,884,709,pose,9.9
2026-03-31 01:04:14.958889,229,person,0.85,239,3,893,706,pose,10.1
2026-03-31 01:04:15.052526,230,person,0.852,236,6,891,703,pose,10.1
2026-03-31 01:04:15.153568,231,person,0.864,234,4,880,705,pose,9.9
2026-03-31 01:04:15.252634,232,person,0.862,235,1,880,708,pose,10.0
2026-03-31 01:04:15.353705,233,person,0.859,238,3,871,706,pose,10.0
2026-03-31 01:04:15.451029,234,person,0.861,240,6,870,703,pose,10.0
2026-03-31 01:04:15.555587,235,person,0.861,239,1,869,708,pose,9.9
2026-03-31 01:04:15.652335,236,person,0.872,235,0,875,710,pose,10.2
2026-03-31 01:04:15.754093,237,person,0.867,238,2,913,709,pose,9.9
2026-03-31 01:04:15.852899,238,person,0.891,234,2,871,708,pose,9.9
2026-03-31 01:04:15.951382,239,person,0.906,251,4,904,708,pose,10.1
2026-03-31 01:04:16.052755,240,person,0.872,238,5,871,705,pose,10.0
2026-03-31 01:04:16.154776,241,person,0.874,240,4,871,706,pose,10.1
2026-03-31 01:04:16.252670,242,person,0.881,244,4,860,705,pose,9.9
2026-03-31 01:04:16.353647,243,person,0.87,242,4,870,705,pose,10.0
2026-03-31 01:04:16.448082,244,person,0.874,243,5,865,704,pose,10.1
2026-03-31 01:04:16.548863,245,person,0.878,243,3,863,706,pose,9.8
2026-03-31 01:04:16.647753,246,person,0.876,242,4,863,705,pose,10.1
2026-03-31 01:04:16.748226,247,person,0.873,241,4,866,705,pose,10.0
2026-03-31 01:04:16.852488,248,person,0.869,242,2,861,707,pose,10.0
2026-03-31 01:04:16.954091,249,person,0.877,242,3,864,707,pose,10.0
2026-03-31 01:04:17.051622,250,person,0.876,243,4,863,705,pose,10.1
2026-03-31 01:04:17.151554,251,person,0.87,246,4,902,707,pose,10.0
2026-03-31 01:04:17.252544,252,person,0.905,252,4,902,707,pose,10.0
2026-03-31 01:04:17.352371,253,person,0.881,243,3,866,706,pose,10.1
2026-03-31 01:04:17.451751,254,person,0.878,244,4,865,705,pose,10.0
2026-03-31 01:04:17.552449,255,person,0.874,243,4,868,705,pose,10.0
2026-03-31 01:04:17.651946,256,person,0.88,244,3,863,706,pose,10.0
2026-03-31 01:04:17.751206,257,person,0.883,243,6,864,704,pose,10.0
2026-03-31 01:04:17.855453,258,person,0.882,242,4,862,705,pose,10.0
2026-03-31 01:04:17.951328,259,person,0.875,243,2,860,707,pose,10.0
2026-03-31 01:04:18.051056,260,person,0.87,241,2,863,707,pose,10.0
2026-03-31 01:04:18.151029,261,person,0.913,253,3,902,708,pose,10.1
2026-03-31 01:04:18.249971,262,person,0.87,250,3,898,707,pose,10.0
2026-03-31 01:04:18.351887,263,person,0.888,243,4,863,706,pose,9.9
2026-03-31 01:04:18.454383,264,person,0.887,243,4,861,706,pose,10.1
2026-03-31 01:04:18.566802,265,person,0.88,243,6,860,704,pose,10.0
2026-03-31 01:04:18.687353,266,person,0.874,244,4,862,706,pose,7.4
2026-03-31 01:04:18.794646,267,person,0.875,243,5,860,705,pose,10.1
2026-03-31 01:04:18.886672,268,person,0.862,244,3,862,706,pose,10.0
2026-03-31 01:04:18.984656,269,person,0.867,246,3,855,707,pose,10.0
2026-03-31 01:04:19.084334,270,person,0.851,254,3,897,707,pose,10.1
2026-03-31 01:04:19.183964,271,person,0.875,253,3,868,707,pose,10.0
2026-03-31 01:04:19.286365,272,person,0.87,264,11,851,699,pose,9.9
2026-03-31 01:04:19.389783,273,person,0.868,277,33,832,678,pose,10.1
2026-03-31 01:04:19.485406,274,person,0.864,283,49,817,662,pose,10.1
2026-03-31 01:04:19.585835,275,person,0.873,289,55,807,656,pose,9.9
2026-03-31 01:04:19.683950,276,person,0.87,290,52,809,659,pose,10.1
2026-03-31 01:04:19.785603,277,person,0.868,286,52,815,659,pose,10.0
2026-03-31 01:04:19.883539,278,person,0.869,285,51,815,660,pose,10.1
2026-03-31 01:04:19.984971,279,person,0.872,283,48,812,663,pose,9.9
2026-03-31 01:04:20.083066,280,person,0.873,283,47,812,663,pose,10.1
2026-03-31 01:04:20.186822,281,person,0.867,279,48,817,663,pose,9.8
2026-03-31 01:04:20.285614,282,person,0.87,282,46,815,664,pose,10.1
2026-03-31 01:04:20.385344,283,person,0.868,287,46,815,665,pose,10.0
2026-03-31 01:04:20.482131,284,person,0.861,287,47,817,664,pose,10.0
2026-03-31 01:04:20.582735,285,person,0.867,292,44,807,667,pose,10.0
2026-03-31 01:04:20.684447,286,person,0.86,285,46,818,665,pose,9.9
2026-03-31 01:04:20.783674,287,person,0.864,285,48,819,664,pose,10.1
2026-03-31 01:04:20.889780,288,person,0.868,289,51,814,661,pose,10.0
2026-03-31 01:04:20.985131,289,person,0.865,290,55,812,657,pose,9.9
2026-03-31 01:04:21.083437,290,person,0.869,298,78,802,634,pose,10.1
2026-03-31 01:04:21.083484,290,person,0.511,332,2,337,531,pose,10.1
2026-03-31 01:04:21.183153,291,person,0.881,310,99,776,612,pose,10.0
2026-03-31 01:04:21.282878,292,person,0.887,324,121,760,591,pose,9.9
2026-03-31 01:04:21.384953,293,person,0.882,341,138,728,573,pose,10.0
2026-03-31 01:04:21.482048,294,person,0.876,355,150,704,561,pose,10.0
2026-03-31 01:04:21.583614,295,person,0.86,375,173,666,538,pose,10.0
2026-03-31 01:04:21.583686,295,person,0.505,328,3,341,518,pose,10.0
2026-03-31 01:04:21.683954,296,person,0.853,379,191,649,519,pose,9.9
2026-03-31 01:04:21.781949,297,person,0.849,395,214,624,497,pose,10.2
2026-03-31 01:04:21.883149,298,person,0.817,388,218,625,494,pose,10.0
2026-03-31 01:04:21.981760,299,person,0.79,407,224,598,488,pose,9.9
2026-03-31 01:04:22.084723,300,person,0.796,436,227,571,485,pose,10.0
2026-03-31 01:04:22.182250,301,person,0.808,437,226,570,486,pose,10.0
2026-03-31 01:04:22.283942,302,person,0.809,439,227,569,485,pose,10.1
2026-03-31 01:04:22.383810,303,person,0.839,438,227,569,484,pose,9.9
2026-03-31 01:04:22.491115,304,person,0.832,435,226,571,485,pose,10.0
2026-03-31 01:04:22.583252,305,person,0.829,440,224,566,487,pose,10.1
2026-03-31 01:04:22.682758,306,person,0.835,432,221,575,491,pose,10.0
2026-03-31 01:04:22.782188,307,person,0.829,424,219,584,493,pose,9.9
2026-03-31 01:04:22.881998,308,person,0.836,419,217,589,496,pose,10.1
2026-03-31 01:04:22.983216,309,person,0.826,415,216,593,496,pose,10.1
2026-03-31 01:04:23.081733,310,person,0.792,414,214,594,499,pose,9.9
2026-03-31 01:04:23.181575,311,person,0.832,409,212,601,500,pose,10.1
2026-03-31 01:04:23.280461,312,person,0.831,407,212,603,500,pose,10.0
2026-03-31 01:04:23.381183,313,person,0.848,401,210,610,502,pose,9.9
2026-03-31 01:04:23.487055,314,person,0.852,401,209,610,503,pose,10.0
2026-03-31 01:04:23.582730,315,person,0.847,403,207,607,506,pose,10.1
2026-03-31 01:04:23.681818,316,person,0.849,402,210,609,503,pose,10.0
2026-03-31 01:04:23.781337,317,person,0.852,402,209,608,504,pose,10.0
2026-03-31 01:04:23.881308,318,person,0.849,400,208,611,505,pose,10.0
2026-03-31 01:04:23.981732,319,person,0.851,400,210,610,502,pose,10.0
2026-03-31 01:04:24.089166,320,person,0.855,401,211,610,501,pose,10.0
2026-03-31 01:04:24.186486,321,person,0.849,402,211,609,501,pose,9.9
2026-03-31 01:04:24.282848,322,person,0.834,399,211,613,501,pose,10.1
2026-03-31 01:04:24.383386,323,person,0.853,397,210,615,502,pose,10.0
2026-03-31 01:04:24.481059,324,person,0.85,398,211,615,501,pose,9.9
2026-03-31 01:04:24.581180,325,person,0.862,396,210,616,503,pose,10.1
2026-03-31 01:04:24.682294,326,person,0.855,397,211,616,501,pose,10.0
2026-03-31 01:04:24.781488,327,person,0.846,394,211,620,501,pose,10.0
2026-03-31 01:04:24.882577,328,person,0.859,401,212,614,500,pose,9.9
2026-03-31 01:04:24.980986,329,person,0.857,402,210,612,502,pose,10.1
2026-03-31 01:04:25.083239,330,person,0.845,403,213,610,498,pose,10.0
2026-03-31 01:04:25.181868,331,person,0.846,405,213,609,498,pose,10.0
2026-03-31 01:04:25.281327,332,person,0.839,407,213,607,499,pose,10.0
2026-03-31 01:04:25.381287,333,person,0.851,406,211,608,500,pose,10.0
2026-03-31 01:04:25.481121,334,person,0.837,403,212,611,500,pose,9.9
2026-03-31 01:04:25.582796,335,person,0.839,402,212,612,499,pose,10.0
2026-03-31 01:04:25.688226,336,person,0.858,407,213,606,499,pose,10.1
2026-03-31 01:04:25.782255,337,person,0.851,410,214,604,498,pose,10.0
2026-03-31 01:04:25.882847,338,person,0.832,409,214,606,497,pose,9.9
2026-03-31 01:04:25.981459,339,person,0.818,406,215,607,496,pose,10.1
2026-03-31 01:04:26.081311,340,person,0.836,413,214,600,498,pose,10.0
2026-03-31 01:04:26.181649,341,person,0.837,412,215,600,497,pose,10.0
2026-03-31 01:04:26.283248,342,person,0.831,413,215,600,496,pose,9.9
2026-03-31 01:04:26.380784,343,person,0.835,410,213,603,499,pose,10.1
2026-03-31 01:04:26.482464,344,person,0.834,412,213,602,499,pose,10.0
