timestamp,frame_id,label,confidence,x,y,width,height,detection_type,fps
2026-03-31 00:57:20.867004,41,face,1.0,345,190,60,60,face,4.3
2026-03-31 00:57:20.938244,41,person,0.847,153,171,758,538,pose,4.3
2026-03-31 00:57:21.092925,42,face,1.0,335,182,79,79,face,4.3
2026-03-31 00:57:21.158447,42,person,0.833,150,170,750,539,pose,4.3
2026-03-31 00:57:21.327060,43,face,1.0,340,186,69,69,face,4.3
2026-03-31 00:57:21.402300,43,person,0.83,151,171,756,539,pose,4.3
2026-03-31 00:57:21.573336,44,face,1.0,340,186,70,70,face,4.2
2026-03-31 00:57:21.654610,44,person,0.83,150,171,762,538,pose,4.2
2026-03-31 00:57:21.825110,45,face,1.0,338,185,72,72,face,3.8
2026-03-31 00:57:21.895759,45,person,0.84,148,170,763,539,pose,3.8
2026-03-31 00:57:22.128936,46,person,0.846,166,171,740,538,pose,4.3
2026-03-31 00:57:22.371678,47,person,0.794,197,174,710,535,pose,4.3
2026-03-31 00:57:22.650907,48,person,0.89,267,174,628,535,pose,4.0
2026-03-31 00:57:22.895265,49,person,0.868,260,183,632,527,pose,3.6
2026-03-31 00:57:23.124815,50,person,0.82,181,183,723,526,pose,4.3
2026-03-31 00:57:23.362842,51,person,0.775,130,179,765,530,pose,4.3
2026-03-31 00:57:23.532060,52,face,1.0,196,340,123,123,face,4.3
2026-03-31 00:57:23.599597,52,person,0.82,139,180,762,529,pose,4.3
2026-03-31 00:57:23.599649,52,person,0.801,47,231,346,480,pose,4.3
2026-03-31 00:57:23.763904,53,face,1.0,513,322,326,326,face,4.3
2026-03-31 00:57:23.830913,53,person,0.761,43,172,871,538,pose,4.3
2026-03-31 00:57:23.830958,53,person,0.578,46,240,321,471,pose,4.3
2026-03-31 00:57:23.999073,54,face,1.0,512,319,329,329,face,4.3
2026-03-31 00:57:24.077119,54,person,0.638,21,174,897,536,pose,4.3
2026-03-31 00:57:24.077164,54,person,0.534,42,242,323,471,pose,4.3
2026-03-31 00:57:24.296961,55,person,0.799,61,175,853,535,pose,4.3
2026-03-31 00:57:24.297006,55,person,0.644,47,247,321,464,pose,4.3
2026-03-31 00:57:24.530651,56,person,0.849,139,178,758,532,pose,4.3
2026-03-31 00:57:24.530701,56,person,0.682,49,267,311,444,pose,4.3
2026-03-31 00:57:24.698323,57,face,1.0,516,330,311,311,face,4.3
2026-03-31 00:57:24.764816,57,person,0.822,83,176,820,533,pose,4.3
2026-03-31 00:57:24.931228,58,face,1.0,514,328,316,316,face,4.3
2026-03-31 00:57:24.997414,58,person,0.837,84,179,813,531,pose,4.3
2026-03-31 00:57:24.997459,58,person,0.506,50,268,305,443,pose,4.3
2026-03-31 00:57:25.230400,59,person,0.782,46,173,869,537,pose,4.3
2026-03-31 00:57:25.398411,60,face,1.0,785,165,84,84,face,4.3
2026-03-31 00:57:25.465825,60,person,0.837,114,180,782,530,pose,4.3
2026-03-31 00:57:25.697563,61,person,0.84,146,178,754,531,pose,4.3
2026-03-31 00:57:25.862040,62,face,1.0,816,110,67,67,face,4.3
2026-03-31 00:57:25.928199,62,person,0.862,52,178,855,532,pose,4.3
2026-03-31 00:57:26.096207,63,face,1.0,340,189,72,72,face,4.3
2026-03-31 00:57:26.096216,63,face,1.0,285,378,94,94,face,4.3
2026-03-31 00:57:26.165678,63,person,0.858,31,178,886,533,pose,4.3
2026-03-31 00:57:26.396836,64,person,0.868,28,180,893,531,pose,4.3
2026-03-31 00:57:26.562239,65,face,1.0,288,380,96,96,face,4.3
2026-03-31 00:57:26.630126,65,person,0.865,34,180,890,531,pose,4.3
2026-03-31 00:57:26.863271,66,person,0.86,34,179,885,532,pose,4.3
2026-03-31 00:57:27.028206,67,face,1.0,537,353,296,296,face,4.3
2026-03-31 00:57:27.095552,67,person,0.858,31,179,892,532,pose,4.3
2026-03-31 00:57:27.331081,68,person,0.869,40,180,874,531,pose,4.2
2026-03-31 00:57:27.494459,69,face,1.0,338,188,75,75,face,4.3
2026-03-31 00:57:27.560833,69,person,0.858,39,178,871,533,pose,4.3
2026-03-31 00:57:27.798256,70,person,0.866,52,181,843,529,pose,4.3
2026-03-31 00:57:28.029743,71,person,0.864,41,179,880,531,pose,4.3
2026-03-31 00:57:28.199012,72,face,1.0,342,191,69,69,face,4.3
2026-03-31 00:57:28.199020,72,face,1.0,522,342,309,309,face,4.3
2026-03-31 00:57:28.267678,72,person,0.874,55,180,841,530,pose,4.3
2026-03-31 00:57:28.495090,73,person,0.871,55,180,843,530,pose,4.3
2026-03-31 00:57:28.664004,74,face,1.0,341,189,71,71,face,4.3
2026-03-31 00:57:28.729441,74,person,0.866,55,181,840,529,pose,4.3
2026-03-31 00:57:28.963220,75,person,0.864,51,183,846,527,pose,4.3
2026-03-31 00:57:29.129872,76,face,1.0,341,190,69,69,face,4.3
2026-03-31 00:57:29.201460,76,person,0.876,33,178,877,532,pose,4.3
2026-03-31 00:57:29.431414,77,person,0.864,33,181,879,530,pose,4.3
2026-03-31 00:57:29.664313,78,person,0.858,36,180,884,531,pose,4.3
2026-03-31 00:57:29.900808,79,person,0.863,41,181,865,530,pose,4.3
2026-03-31 00:57:30.128603,80,person,0.868,72,184,823,526,pose,4.3
2026-03-31 00:57:30.362495,81,person,0.852,50,181,856,531,pose,4.3
2026-03-31 00:57:30.597255,82,person,0.874,64,184,825,527,pose,4.3
2026-03-31 00:57:30.827928,83,person,0.849,31,181,883,531,pose,4.3
2026-03-31 00:57:31.060622,84,person,0.862,30,180,881,532,pose,4.3
2026-03-31 00:57:31.296518,85,person,0.847,35,179,873,533,pose,4.3
2026-03-31 00:57:31.462885,86,face,1.0,338,189,75,75,face,4.3
2026-03-31 00:57:31.529230,86,person,0.813,21,176,892,537,pose,4.3
2026-03-31 00:57:31.695942,87,face,1.0,528,350,301,301,face,4.3
2026-03-31 00:57:31.762976,87,person,0.672,0,255,302,455,pose,4.3
2026-03-31 00:57:31.763022,87,person,0.547,340,183,552,526,pose,4.3
2026-03-31 00:57:31.928490,88,face,1.0,821,127,63,63,face,4.3
2026-03-31 00:57:31.996236,88,person,0.504,41,180,876,531,pose,4.3
2026-03-31 00:57:32.242321,89,person,0.579,73,263,257,448,pose,4.3
2026-03-31 00:57:32.242380,89,person,0.558,40,179,872,532,pose,4.3
2026-03-31 00:57:32.460880,90,person,0.713,33,181,883,531,pose,4.3
2026-03-31 00:57:32.460926,90,person,0.587,83,268,258,443,pose,4.3
2026-03-31 00:57:32.695369,91,person,0.789,48,182,864,530,pose,4.3
2026-03-31 00:57:32.925105,92,person,0.759,42,185,866,527,pose,4.3
2026-03-31 00:57:32.925151,92,person,0.649,92,271,255,440,pose,4.3
2026-03-31 00:57:33.167258,93,person,0.769,41,184,869,528,pose,4.3
2026-03-31 00:57:33.167314,93,person,0.683,92,271,257,440,pose,4.3
2026-03-31 00:57:33.396067,94,person,0.829,53,182,857,530,pose,4.3
2026-03-31 00:57:33.396135,94,person,0.599,92,271,257,440,pose,4.3
2026-03-31 00:57:33.624042,95,person,0.836,83,188,808,522,pose,4.3
2026-03-31 00:57:33.624091,95,person,0.593,94,272,253,439,pose,4.3
2026-03-31 00:57:33.860181,96,person,0.83,62,181,846,530,pose,4.3
2026-03-31 00:57:33.860226,96,person,0.591,93,272,253,439,pose,4.3
2026-03-31 00:57:34.024858,97,face,1.0,514,343,316,316,face,4.3
2026-03-31 00:57:34.102688,97,person,0.789,71,185,832,525,pose,4.3
2026-03-31 00:57:34.258061,98,face,1.0,511,332,320,320,face,4.3
2026-03-31 00:57:34.325730,98,person,0.8,92,180,820,531,pose,4.3
2026-03-31 00:57:34.494636,99,face,1.0,511,325,309,309,face,4.3
2026-03-31 00:57:34.562585,99,person,0.819,108,180,796,531,pose,4.3
2026-03-31 00:57:34.727847,100,face,1.0,218,354,68,68,face,4.3
2026-03-31 00:57:34.727856,100,face,1.0,520,320,294,294,face,4.3
2026-03-31 00:57:34.794193,100,person,0.649,111,182,792,529,pose,4.3
2026-03-31 00:57:34.794238,100,person,0.572,349,183,541,528,pose,4.3
2026-03-31 00:57:34.961153,101,face,1.0,531,306,269,269,face,4.3
2026-03-31 00:57:35.028813,101,person,0.763,378,189,513,522,pose,4.3
2026-03-31 00:57:35.193196,102,face,1.0,520,276,280,280,face,4.3
2026-03-31 00:57:35.257683,102,person,0.824,369,189,552,522,pose,4.3
2026-03-31 00:57:35.425768,103,face,1.0,519,247,272,272,face,4.3
2026-03-31 00:57:35.492146,103,person,0.85,330,182,701,528,pose,4.3
2026-03-31 00:57:35.660400,104,face,1.0,532,198,254,254,face,4.3
2026-03-31 00:57:35.729714,104,person,0.854,303,129,779,582,pose,4.3
2026-03-31 00:57:35.887686,105,face,1.0,490,92,265,265,face,4.3
2026-03-31 00:57:35.953488,105,person,0.884,229,19,849,691,pose,4.3
2026-03-31 00:57:36.128513,106,face,1.0,499,88,276,276,face,4.3
2026-03-31 00:57:36.200637,106,person,0.906,243,13,830,697,pose,4.3
2026-03-31 00:57:36.355980,107,face,1.0,508,89,272,272,face,4.3
2026-03-31 00:57:36.423129,107,person,0.913,245,9,842,701,pose,4.3
2026-03-31 00:57:36.585540,108,face,1.0,1102,133,59,59,face,4.3
2026-03-31 00:57:36.585548,108,face,1.0,513,69,267,267,face,4.3
2026-03-31 00:57:36.652724,108,person,0.893,241,2,868,708,pose,4.3
2026-03-31 00:57:36.819420,109,face,1.0,511,123,271,271,face,4.3
2026-03-31 00:57:36.885723,109,person,0.905,249,16,825,694,pose,4.3
2026-03-31 00:57:37.054921,110,face,1.0,517,156,264,264,face,4.3
2026-03-31 00:57:37.122327,110,person,0.887,255,22,808,688,pose,4.3
2026-03-31 00:57:37.288427,111,face,1.0,513,171,271,271,face,4.3
2026-03-31 00:57:37.354498,111,person,0.898,253,26,805,683,pose,4.3
2026-03-31 00:57:37.522245,112,face,1.0,512,178,270,270,face,4.3
2026-03-31 00:57:37.587932,112,person,0.893,257,24,800,686,pose,4.3
2026-03-31 00:57:37.754503,113,face,1.0,499,173,293,293,face,4.3
2026-03-31 00:57:37.821495,113,person,0.884,260,26,792,684,pose,4.3
2026-03-31 00:57:38.005745,114,face,1.0,507,192,275,275,face,4.1
2026-03-31 00:57:38.078792,114,person,0.876,262,39,789,671,pose,4.1
2026-03-31 00:57:38.257204,115,face,1.0,499,206,284,284,face,3.9
2026-03-31 00:57:38.335916,115,person,0.875,273,68,777,640,pose,3.9
2026-03-31 00:57:38.484069,116,face,1.0,500,219,283,283,face,4.3
2026-03-31 00:57:38.552153,116,person,0.867,276,77,768,632,pose,4.3
2026-03-31 00:57:38.725538,117,face,1.0,498,224,287,287,face,4.3
2026-03-31 00:57:38.794314,117,person,0.876,279,85,756,625,pose,4.3
2026-03-31 00:57:38.962104,118,face,1.0,496,223,288,288,face,4.3
2026-03-31 00:57:39.031113,118,person,0.875,283,90,751,620,pose,4.3
2026-03-31 00:57:39.188796,119,face,1.0,501,235,279,279,face,4.2
2026-03-31 00:57:39.253042,119,person,0.875,279,100,753,610,pose,4.2
2026-03-31 00:57:39.421545,120,face,1.0,504,279,282,282,face,4.3
2026-03-31 00:57:39.486173,120,person,0.88,311,150,702,562,pose,4.3
2026-03-31 00:57:39.660584,121,face,1.0,505,267,281,281,face,4.3
2026-03-31 00:57:39.728267,121,person,0.899,309,128,718,582,pose,4.3
2026-03-31 00:57:39.892614,122,face,1.0,501,256,291,291,face,4.3
2026-03-31 00:57:39.960530,122,person,0.902,309,120,722,590,pose,4.3
2026-03-31 00:57:40.124671,123,face,1.0,499,250,296,296,face,4.3
2026-03-31 00:57:40.190748,123,person,0.901,308,118,724,592,pose,4.3
2026-03-31 00:57:40.356616,124,face,1.0,511,255,276,276,face,4.3
2026-03-31 00:57:40.423413,124,person,0.895,307,113,728,596,pose,4.3
2026-03-31 00:57:40.589621,125,face,1.0,1141,409,68,68,face,4.3
2026-03-31 00:57:40.589630,125,face,1.0,508,232,286,286,face,4.3
2026-03-31 00:57:40.658506,125,person,0.883,304,101,741,609,pose,4.3
2026-03-31 00:57:40.826150,126,face,1.0,508,221,292,292,face,4.3
2026-03-31 00:57:40.893068,126,person,0.883,299,77,755,632,pose,4.3
2026-03-31 00:57:41.055241,127,face,1.0,525,226,264,264,face,4.3
2026-03-31 00:57:41.120546,127,person,0.879,296,69,764,640,pose,4.3
2026-03-31 00:57:41.283817,128,face,1.0,508,222,293,293,face,4.3
2026-03-31 00:57:41.351765,128,person,0.884,301,78,753,631,pose,4.3
2026-03-31 00:57:41.521905,129,face,1.0,508,243,281,281,face,4.2
2026-03-31 00:57:41.587922,129,person,0.884,304,101,741,609,pose,4.2
2026-03-31 00:57:41.756710,130,face,1.0,500,251,290,290,face,4.3
2026-03-31 00:57:41.831148,130,person,0.896,308,110,730,599,pose,4.3
2026-03-31 00:57:41.989641,131,face,1.0,772,284,54,54,face,4.3
2026-03-31 00:57:42.056377,131,person,0.9,309,114,729,595,pose,4.3
2026-03-31 00:57:42.223158,132,face,1.0,773,285,56,56,face,4.3
2026-03-31 00:57:42.289490,132,person,0.901,309,115,729,594,pose,4.3
2026-03-31 00:57:42.457900,133,face,1.0,773,285,55,55,face,4.3
2026-03-31 00:57:42.524232,133,person,0.898,309,115,730,594,pose,4.3
2026-03-31 00:57:42.691023,134,face,1.0,773,285,55,55,face,4.3
2026-03-31 00:57:42.757373,134,person,0.898,308,114,731,596,pose,4.3
2026-03-31 00:57:43.015386,135,person,0.902,313,117,725,593,pose,4.3
2026-03-31 00:57:43.193343,136,face,1.0,781,297,50,50,face,3.8
2026-03-31 00:57:43.193350,136,face,1.0,508,263,299,299,face,3.8
2026-03-31 00:57:43.264103,136,person,0.891,314,120,726,590,pose,3.8
2026-03-31 00:57:43.425417,137,face,1.0,778,294,56,56,face,4.3
2026-03-31 00:57:43.425426,137,face,1.0,504,267,290,290,face,4.3
2026-03-31 00:57:43.492231,137,person,0.9,315,122,723,588,pose,4.3
2026-03-31 00:57:43.726801,138,person,0.891,320,123,720,586,pose,4.3
2026-03-31 00:57:43.895811,139,face,1.0,783,275,51,51,face,4.3
2026-03-31 00:57:43.895820,139,face,1.0,514,268,278,278,face,4.3
2026-03-31 00:57:43.969407,139,person,0.896,318,125,725,585,pose,4.3
2026-03-31 00:57:44.127428,140,face,1.0,514,265,291,291,face,4.3
2026-03-31 00:57:44.199671,140,person,0.898,324,123,719,586,pose,4.3
2026-03-31 00:57:44.423403,141,person,0.892,322,130,720,580,pose,4.3
2026-03-31 00:57:44.662628,142,person,0.892,322,132,722,577,pose,4.3
2026-03-31 00:57:44.827086,143,face,1.0,494,267,288,288,face,4.3
2026-03-31 00:57:44.894221,143,person,0.874,315,130,752,580,pose,4.3
2026-03-31 00:57:45.060998,144,face,1.0,772,287,65,65,face,4.3
2026-03-31 00:57:45.127662,144,person,0.866,319,124,763,585,pose,4.3
2026-03-31 00:57:45.361584,145,person,0.871,314,118,775,591,pose,4.3
2026-03-31 00:57:45.521361,146,face,1.0,523,225,278,278,face,4.3
2026-03-31 00:57:45.593788,146,person,0.872,315,109,777,600,pose,4.3
2026-03-31 00:57:45.754935,147,face,1.0,525,226,263,263,face,4.3
2026-03-31 00:57:45.820175,147,person,0.864,311,108,784,601,pose,4.3
2026-03-31 00:57:45.986967,148,face,1.0,514,236,284,284,face,4.3
2026-03-31 00:57:46.053426,148,person,0.855,320,123,767,586,pose,4.3
2026-03-31 00:57:46.226377,149,face,1.0,508,243,287,287,face,4.3
2026-03-31 00:57:46.293814,149,person,0.804,322,121,652,589,pose,4.3
2026-03-31 00:57:46.457698,150,face,1.0,495,244,296,296,face,4.3
2026-03-31 00:57:46.523480,150,person,0.814,317,128,781,584,pose,4.3
2026-03-31 00:57:46.692372,151,face,1.0,505,258,284,284,face,4.3
2026-03-31 00:57:46.759354,151,person,0.817,313,126,861,585,pose,4.3
2026-03-31 00:57:46.994159,152,person,0.848,315,127,794,582,pose,4.3
2026-03-31 00:57:47.159085,153,face,1.0,825,453,93,93,face,4.3
2026-03-31 00:57:47.159094,153,face,1.0,496,268,278,278,face,4.3
2026-03-31 00:57:47.226705,153,person,0.797,312,129,802,580,pose,4.3
2026-03-31 00:57:47.391887,154,face,1.0,822,454,97,97,face,4.3
2026-03-31 00:57:47.459620,154,person,0.814,317,127,789,582,pose,4.3
2026-03-31 00:57:47.627612,155,face,1.0,320,80,80,80,face,4.3
2026-03-31 00:57:47.627624,155,face,1.0,825,457,94,94,face,4.3
2026-03-31 00:57:47.627628,155,face,1.0,485,262,287,287,face,4.3
2026-03-31 00:57:47.697815,155,person,0.818,313,127,797,582,pose,4.3
2026-03-31 00:57:47.860948,156,face,1.0,824,457,95,95,face,4.3
2026-03-31 00:57:47.930086,156,person,0.816,313,128,808,582,pose,4.3
2026-03-31 00:57:48.089339,157,face,1.0,490,268,283,283,face,4.3
2026-03-31 00:57:48.156071,157,person,0.817,315,129,843,580,pose,4.3
2026-03-31 00:57:48.392924,158,person,0.839,315,132,896,579,pose,4.3
2026-03-31 00:57:48.555063,159,face,1.0,1092,351,75,75,face,4.3
2026-03-31 00:57:48.620787,159,person,0.836,300,132,894,578,pose,4.3
2026-03-31 00:57:48.790216,160,face,1.0,1089,377,87,87,face,4.3
2026-03-31 00:57:48.863043,160,person,0.852,321,131,830,579,pose,4.3
2026-03-31 00:57:49.104361,161,person,0.864,322,129,838,581,pose,4.3
2026-03-31 00:57:49.259883,162,face,1.0,1090,383,88,88,face,4.2
2026-03-31 00:57:49.327541,162,person,0.842,319,129,829,580,pose,4.2
2026-03-31 00:57:49.495182,163,face,1.0,1093,390,81,81,face,4.3
2026-03-31 00:57:49.565728,163,person,0.867,320,129,835,581,pose,4.3
2026-03-31 00:57:49.726388,164,face,1.0,1090,388,88,88,face,4.3
2026-03-31 00:57:49.797820,164,person,0.877,321,126,833,584,pose,4.3
2026-03-31 00:57:50.023135,165,person,0.861,317,126,839,583,pose,4.3
2026-03-31 00:57:50.190747,166,face,1.0,326,84,71,71,face,4.3
2026-03-31 00:57:50.190756,166,face,1.0,1090,391,84,84,face,4.3
2026-03-31 00:57:50.257323,166,person,0.871,320,128,834,582,pose,4.3
2026-03-31 00:57:50.424517,167,face,1.0,324,83,74,74,face,4.3
2026-03-31 00:57:50.424526,167,face,1.0,1089,391,85,85,face,4.3
2026-03-31 00:57:50.491809,167,person,0.871,320,124,829,585,pose,4.3
2026-03-31 00:57:50.732365,168,person,0.862,319,125,835,584,pose,4.3
2026-03-31 00:57:50.965462,169,person,0.809,296,125,865,584,pose,4.3
2026-03-31 00:57:51.187106,170,person,0.867,322,128,831,583,pose,4.3
2026-03-31 00:57:51.423186,171,person,0.841,324,130,821,580,pose,4.3
2026-03-31 00:57:51.656862,172,person,0.852,322,132,823,578,pose,4.3
2026-03-31 00:57:51.887143,173,person,0.846,320,139,826,570,pose,4.3
2026-03-31 00:57:52.122962,174,person,0.844,296,136,850,573,pose,4.3
2026-03-31 00:57:52.393173,175,person,0.829,300,135,848,574,pose,4.3
2026-03-31 00:57:52.673812,176,person,0.836,324,135,827,575,pose,3.7
2026-03-31 00:57:52.928212,177,person,0.849,323,134,831,575,pose,3.4
2026-03-31 00:57:53.158625,178,person,0.845,322,134,833,576,pose,4.3
2026-03-31 00:57:53.395375,179,person,0.841,320,133,831,575,pose,4.3
2026-03-31 00:57:53.625606,180,person,0.863,322,133,833,576,pose,4.3
2026-03-31 00:57:53.807593,181,face,1.0,328,90,71,71,face,4.3
2026-03-31 00:57:53.808025,181,face,1.0,262,271,121,121,face,4.3
2026-03-31 00:57:53.926948,181,person,0.857,322,133,831,576,pose,4.3
2026-03-31 00:57:54.221360,182,person,0.879,322,134,830,575,pose,2.9
2026-03-31 00:57:54.474807,183,person,0.863,324,132,831,577,pose,3.8
2026-03-31 00:57:54.734015,184,person,0.875,324,132,832,578,pose,3.7
2026-03-31 00:57:54.893285,185,face,1.0,898,358,59,59,face,4.3
2026-03-31 00:57:54.964489,185,person,0.853,324,136,823,574,pose,4.3
2026-03-31 00:57:55.199965,186,person,0.834,326,139,827,570,pose,4.3
2026-03-31 00:57:55.428575,187,person,0.831,324,137,824,573,pose,4.3
2026-03-31 00:57:55.694790,188,person,0.853,325,136,828,573,pose,4.2
2026-03-31 00:57:55.861967,189,face,1.0,325,90,76,76,face,3.8
2026-03-31 00:57:55.934319,189,person,0.874,324,135,830,575,pose,3.8
2026-03-31 00:57:56.161429,190,person,0.867,325,135,827,574,pose,4.3
2026-03-31 00:57:56.389338,191,person,0.874,326,134,827,575,pose,4.3
