timestamp,frame_id,label,confidence,x,y,width,height,detection_type,fps
2026-03-31 00:48:20.419563,1703,face,1.0,466,334,350,350,face,7.4
2026-03-31 00:48:20.529115,1704,face,1.0,443,301,361,361,face,6.1
2026-03-31 00:48:20.633865,1705,face,1.0,440,283,368,368,face,9.6
2026-03-31 00:48:20.720581,1706,face,1.0,1057,48,55,55,face,10.6
2026-03-31 00:48:20.720590,1706,face,1.0,459,268,355,355,face,10.6
2026-03-31 00:48:20.791453,1707,face,1.0,449,234,371,371,face,14.9
2026-03-31 00:48:20.892231,1708,face,1.0,448,197,375,375,face,10.0
2026-03-31 00:48:20.992317,1709,face,1.0,458,228,370,370,face,10.0
2026-03-31 00:48:21.087377,1710,face,1.0,462,239,361,361,face,9.9
2026-03-31 00:48:21.167876,1711,face,1.0,463,222,363,363,face,15.2
2026-03-31 00:48:21.244726,1712,face,1.0,469,197,361,361,face,10.0
2026-03-31 00:48:21.324571,1713,face,1.0,457,190,374,374,face,14.8
2026-03-31 00:48:21.415086,1714,face,1.0,468,179,367,367,face,10.2
2026-03-31 00:48:21.487741,1715,face,1.0,469,140,373,373,face,14.3
2026-03-31 00:48:21.571689,1716,face,1.0,459,97,400,400,face,10.4
2026-03-31 00:48:21.638781,1717,face,1.0,468,129,393,393,face,15.0
2026-03-31 00:48:21.704823,1718,face,1.0,474,154,382,382,face,14.9
2026-03-31 00:48:21.777180,1719,face,1.0,473,163,385,385,face,14.9
2026-03-31 00:48:21.836558,1720,face,1.0,475,174,378,378,face,15.3
2026-03-31 00:48:21.904537,1721,face,1.0,471,168,385,385,face,14.8
2026-03-31 00:48:21.975460,1722,face,1.0,473,187,377,377,face,15.1
2026-03-31 00:48:22.038020,1723,face,1.0,464,176,390,390,face,15.2
2026-03-31 00:48:22.105007,1724,face,1.0,467,178,384,384,face,14.8
2026-03-31 00:48:22.170629,1725,face,1.0,468,184,374,374,face,15.0
2026-03-31 00:48:22.238186,1726,face,1.0,468,193,362,362,face,14.9
2026-03-31 00:48:22.306475,1727,face,1.0,462,193,370,370,face,15.2
2026-03-31 00:48:22.374925,1728,face,1.0,458,202,360,360,face,14.9
2026-03-31 00:48:22.438412,1729,face,1.0,456,205,354,354,face,14.9
2026-03-31 00:48:22.518654,1730,face,1.0,453,204,350,350,face,14.5
2026-03-31 00:48:22.574920,1731,face,1.0,455,212,340,340,face,15.8
2026-03-31 00:48:22.639221,1732,face,1.0,440,202,357,357,face,14.8
2026-03-31 00:48:22.706318,1733,face,1.0,441,207,348,348,face,15.2
2026-03-31 00:48:22.771783,1734,face,1.0,443,208,349,349,face,15.0
2026-03-31 00:48:22.841174,1735,face,1.0,442,217,336,336,face,14.9
2026-03-31 00:48:22.906867,1736,face,1.0,435,207,351,351,face,15.1
2026-03-31 00:48:22.906882,1736,face,1.0,1037,409,147,147,face,15.1
2026-03-31 00:48:22.973282,1737,face,1.0,438,216,342,342,face,15.1
2026-03-31 00:48:23.039019,1738,face,1.0,443,220,337,337,face,14.9
2026-03-31 00:48:23.108281,1739,face,1.0,434,216,341,341,face,15.0
2026-03-31 00:48:23.175518,1740,face,1.0,439,217,342,342,face,14.8
2026-03-31 00:48:23.240005,1741,face,1.0,439,214,344,344,face,15.2
2026-03-31 00:48:23.308358,1742,face,1.0,443,219,336,336,face,14.8
2026-03-31 00:48:23.308368,1742,face,1.0,711,253,171,171,face,14.8
2026-03-31 00:48:23.379852,1743,face,1.0,716,253,163,163,face,15.2
2026-03-31 00:48:23.379864,1743,face,1.0,440,216,336,336,face,15.2
2026-03-31 00:48:23.438499,1744,face,1.0,442,220,338,338,face,14.9
2026-03-31 00:48:23.438508,1744,face,1.0,720,251,166,166,face,14.9
2026-03-31 00:48:23.505950,1745,face,1.0,444,221,332,332,face,15.0
2026-03-31 00:48:23.505971,1745,face,1.0,712,250,167,167,face,15.0
2026-03-31 00:48:23.577030,1746,face,1.0,717,250,160,160,face,15.1
2026-03-31 00:48:23.577039,1746,face,1.0,438,214,344,344,face,15.1
2026-03-31 00:48:23.643709,1747,face,1.0,712,240,171,171,face,14.9
2026-03-31 00:48:23.643721,1747,face,1.0,436,213,348,348,face,14.9
