timestamp,frame_id,label,confidence,x,y,width,height,detection_type,fps
2026-03-31 00:33:59.148446,1,face,1.0,496,253,342,342,face,0.1
2026-03-31 00:33:59.298187,2,face,1.0,487,244,362,362,face,5.4
2026-03-31 00:33:59.390490,3,face,1.0,487,244,360,360,face,10.0
2026-03-31 00:33:59.458335,4,face,1.0,485,242,362,362,face,15.0
2026-03-31 00:33:59.527005,5,face,1.0,480,240,367,367,face,15.0
2026-03-31 00:33:59.591483,6,face,1.0,481,239,372,372,face,15.0
2026-03-31 00:33:59.658205,7,face,1.0,483,238,368,368,face,14.9
2026-03-31 00:33:59.823827,8,face,1.0,483,242,363,363,face,15.1
2026-03-31 00:33:59.890730,9,face,1.0,478,242,364,364,face,6.0
2026-03-31 00:33:59.958023,10,face,1.0,475,240,360,360,face,15.2
2026-03-31 00:34:00.025076,11,face,1.0,470,231,368,368,face,15.0
2026-03-31 00:34:00.089219,12,face,1.0,470,233,355,355,face,14.9
2026-03-31 00:34:00.155187,13,face,1.0,467,229,363,363,face,15.1
2026-03-31 00:34:00.237574,14,face,1.0,464,229,357,357,face,14.9
2026-03-31 00:34:00.320722,15,face,1.0,463,221,362,362,face,10.0
2026-03-31 00:34:00.391085,16,face,1.0,463,217,362,362,face,15.1
2026-03-31 00:34:00.456505,17,face,1.0,467,222,355,355,face,15.0
2026-03-31 00:34:00.531905,18,face,1.0,459,217,360,360,face,14.8
2026-03-31 00:34:00.625180,19,face,1.0,457,209,367,367,face,10.2
2026-03-31 00:34:00.686512,20,face,1.0,453,205,373,373,face,14.7
2026-03-31 00:34:00.748286,21,face,1.0,459,207,369,369,face,17.1
2026-03-31 00:34:00.823294,22,face,1.0,459,203,377,377,face,13.3
2026-03-31 00:34:00.887750,23,face,1.0,461,203,373,373,face,15.0
2026-03-31 00:34:00.953801,24,face,1.0,463,208,365,365,face,15.2
2026-03-31 00:34:01.021831,25,face,1.0,464,207,365,365,face,15.0
2026-03-31 00:34:01.103004,26,face,1.0,613,3,96,96,face,14.9
2026-03-31 00:34:01.103014,26,face,1.0,464,207,369,369,face,14.9
2026-03-31 00:34:01.186554,27,face,1.0,456,208,364,364,face,10.0
2026-03-31 00:34:01.254251,28,face,1.0,612,4,96,96,face,15.1
2026-03-31 00:34:01.254260,28,face,1.0,449,211,364,364,face,15.1
2026-03-31 00:34:01.321045,29,face,1.0,610,5,98,98,face,15.0
2026-03-31 00:34:01.321054,29,face,1.0,458,214,360,360,face,15.0
2026-03-31 00:34:01.390307,30,face,1.0,454,214,365,365,face,15.0
2026-03-31 00:34:01.390316,30,face,1.0,610,4,99,99,face,15.0
2026-03-31 00:34:01.462436,31,face,1.0,462,220,353,353,face,14.9
2026-03-31 00:34:01.462446,31,face,1.0,610,2,101,101,face,14.9
2026-03-31 00:34:01.558157,32,face,1.0,613,6,100,100,face,10.0
2026-03-31 00:34:01.558168,32,face,1.0,458,221,363,363,face,10.0
2026-03-31 00:34:01.678835,33,face,1.0,459,228,352,352,face,15.0
2026-03-31 00:34:01.772070,34,face,1.0,1102,39,51,51,face,7.5
